id,year,week,player_name,player_name_normalized,stat_field,line,created_at
71,2026,1,C.J. Stroud,cj stroud,pass_int,0.5,2026-09-04 20:37:34.695026
59,2026,1,Dak Prescott,dak prescott,pass_td,1.5,2026-09-04 20:37:34.695026
90,2026,1,Dak Prescott,dak prescott,pass_rush_yds,263.5,2026-09-04 20:37:34.695026
64,2026,1,Dak Prescott,dak prescott,pass_cmp,21.5,2026-09-04 20:37:34.695026
28,2026,1,Dak Prescott,dak prescott,pass_yds,254.5,2026-09-04 20:37:34.695026
123,2026,1,Dameon Pierce,dameon pierce,any_td,0.5,2026-09-08 18:39:30.199837
13,2026,1,D'Andre Swift,dandre swift,rush_yds,67.5,2026-09-04 15:39:18.582943
138,2026,1,Daniel Jones,daniel jones,pass_cmp,21.5,2026-09-08 18:39:30.199837
153,2026,1,Derrick Henry,derrick henry,rush_att,17.5,2026-09-08 18:39:30.199837
6,2026,1,Derrick Henry,derrick henry,rush_yds,77.5,2026-09-04 15:39:18.582943
139,2026,1,Deshaun Watson,deshaun watson,pass_int,0.5,2026-09-08 18:39:30.199837
12,2026,1,De'Von Achane,devon achane,rush_yds,63.5,2026-09-04 15:39:18.582943
95,2026,1,De'Von Achane,devon achane,rush_rec_yds,100.5,2026-09-04 20:37:34.695026
70,2026,1,Drake Maye,drake maye,pass_int,0.5,2026-09-04 20:37:34.695026
4,2026,1,Drake Maye,drake maye,pass_yds,224.5,2026-09-04 15:39:18.582943
53,2026,1,Gavin Bartholomew,gavin bartholomew,any_td,0.5,2026-09-04 20:37:34.695026
121,2026,1,Ihmir Smith-Marsette,ihmir smithmarsette,any_td,0.5,2026-09-08 18:39:30.199837
77,2026,1,Jacoby Brissett,jacoby brissett,pass_att,33.5,2026-09-04 20:37:34.695026
143,2026,1,Jacoby Brissett,jacoby brissett,pass_int,0.5,2026-09-08 18:39:30.199837
137,2026,1,Jacoby Brissett,jacoby brissett,pass_cmp,20.5,2026-09-08 18:39:30.199837
81,2026,1,Jahmyr Gibbs,jahmyr gibbs,rush_att,17.5,2026-09-04 20:37:34.695026
5,2026,1,Jahmyr Gibbs,jahmyr gibbs,rush_yds,79.5,2026-09-04 15:39:18.582943
51,2026,1,Jahmyr Gibbs,jahmyr gibbs,any_td,0.5,2026-09-04 20:37:34.695026
92,2026,1,Jahmyr Gibbs,jahmyr gibbs,rush_rec_yds,115.5,2026-09-04 20:37:34.695026
16,2026,1,Ja'Marr Chase,jamarr chase,rec_yds,85.5,2026-09-04 15:39:18.582943
43,2026,1,Ja'Marr Chase,jamarr chase,rec,6.5,2026-09-04 20:37:34.695026
9,2026,1,James Cook,james cook,rush_yds,70.5,2026-09-04 15:39:18.582943
155,2026,1,James Cook,james cook,rush_att,16.5,2026-09-08 18:39:30.199837
27,2026,1,Jared Goff,jared goff,pass_yds,260.5,2026-09-04 20:37:34.695026
150,2026,1,Jared Goff,jared goff,pass_att,32.5,2026-09-08 18:39:30.199837
56,2026,1,Jared Goff,jared goff,pass_td,1.5,2026-09-04 20:37:34.695026
87,2026,1,Jared Goff,jared goff,pass_rush_yds,271.5,2026-09-04 20:37:34.695026
63,2026,1,Jared Goff,jared goff,pass_cmp,22.5,2026-09-04 20:37:34.695026
11,2026,1,Javonte Williams,javonte williams,rush_yds,68.5,2026-09-04 15:39:18.582943
45,2026,1,Jaxon Smith-Njigba,jaxon smithnjigba,rec,6.5,2026-09-04 20:37:34.695026
19,2026,1,Jaxon Smith-Njigba,jaxon smithnjigba,rec_yds,79.5,2026-09-04 15:39:18.582943
1,2026,1,Joe Burrow,joe burrow,pass_yds,265.5,2026-09-04 15:39:18.582943
73,2026,1,Joe Burrow,joe burrow,pass_att,34.5,2026-09-04 20:37:34.695026
86,2026,1,Joe Burrow,joe burrow,pass_rush_yds,276.5,2026-09-04 20:37:34.695026
55,2026,1,Joe Burrow,joe burrow,pass_td,1.5,2026-09-04 20:37:34.695026
61,2026,1,Joe Burrow,joe burrow,pass_cmp,24.5,2026-09-04 20:37:34.695026
80,2026,1,Jonathan Taylor,jonathan taylor,rush_att,18.5,2026-09-04 20:37:34.695026
7,2026,1,Jonathan Taylor,jonathan taylor,rush_yds,74.5,2026-09-04 15:39:18.582943
18,2026,1,Joshua Palmer,joshua palmer,rec_yds,13.5,2026-09-04 15:39:18.582943
57,2026,1,Justin Herbert,justin herbert,pass_td,1.5,2026-09-04 20:37:34.695026
94,2026,1,Justin Jefferson,justin jefferson,rush_rec_yds,77.5,2026-09-04 20:37:34.695026
23,2026,1,Justin Jefferson,justin jefferson,rec_yds,70.5,2026-09-04 15:39:18.582943
85,2026,1,Kyler Murray,kyler murray,pass_rush_yds,246.5,2026-09-04 20:37:34.695026
54,2026,1,Lew Nichols,lew nichols,any_td,0.5,2026-09-04 20:37:34.695026
69,2026,1,Malik Willis,malik willis,pass_int,0.5,2026-09-04 20:37:34.695026
58,2026,1,Matthew Stafford,matthew stafford,pass_td,1.5,2026-09-04 20:37:34.695026
160,2026,1,Matthew Stafford,matthew stafford,pass_rush_yds,266.5,2026-09-08 18:39:30.199837
62,2026,1,Matthew Stafford,matthew stafford,pass_cmp,22.5,2026-09-04 20:37:34.695026
2,2026,1,Matthew Stafford,matthew stafford,pass_yds,264.5,2026-09-04 15:39:18.582943
74,2026,1,Matthew Stafford,matthew stafford,pass_att,34.5,2026-09-04 20:37:34.695026
49,2026,1,Max Klare,max klare,any_td,0.5,2026-09-04 20:37:34.695026
24,2026,1,Nico Collins,nico collins,rec_yds,69.5,2026-09-04 15:39:18.582943
14,2026,1,Omarion Hampton,omarion hampton,rush_yds,61.5,2026-09-04 15:39:18.582943
125,2026,1,Omarion Hampton,omarion hampton,any_td,0.5,2026-09-08 18:39:30.199837
44,2026,1,Puka Nacua,puka nacua,rec,7.5,2026-09-04 20:37:34.695026
15,2026,1,Puka Nacua,puka nacua,rec_yds,86.5,2026-09-04 15:39:18.582943
165,2026,1,Rashee Rice,rashee rice,rush_rec_yds,65.5,2026-09-08 18:39:30.199837
84,2026,1,Rashee Rice,rashee rice,rush_att,0.5,2026-09-04 20:37:34.695026
8,2026,1,Saquon Barkley,saquon barkley,rush_yds,75.5,2026-09-04 15:39:18.582943
79,2026,1,Sione Vaki,sione vaki,rush_att,0.5,2026-09-04 20:37:34.695026
52,2026,1,Travis Homer,travis homer,any_td,0.5,2026-09-04 20:37:34.695026
118,2026,1,Trey McBride,trey mcbride,rec,6.5,2026-09-08 18:39:30.199837
68,2026,1,Tua Tagovailoa,tua tagovailoa,pass_int,0.5,2026-09-04 20:37:34.695026
83,2026,1,Tyler Allgeier,tyler allgeier,rush_att,8.5,2026-09-04 20:37:34.695026
91,2026,1,Tyler Allgeier,tyler allgeier,rush_rec_yds,44.5,2026-09-04 20:37:34.695026
119,2026,1,Tyler Allgeier,tyler allgeier,rec,1.5,2026-09-08 18:39:30.199837
17,2026,1,Tyler Allgeier,tyler allgeier,rec_yds,8.5,2026-09-04 15:39:18.582943
75,2026,1,Tyler Shough,tyler shough,pass_att,31.5,2026-09-04 20:37:34.695026
65,2026,1,Tyler Shough,tyler shough,pass_cmp,21.5,2026-09-04 20:37:34.695026
89,2026,1,Tyler Shough,tyler shough,pass_rush_yds,263.5,2026-09-04 20:37:34.695026
29,2026,1,Tyler Shough,tyler shough,pass_yds,243.5,2026-09-04 20:37:34.695026
187,2026,2,Amon-Ra St. Brown,amonra st brown,rec,7.5,2026-09-15 23:24:52.669393
182,2026,2,Amon-Ra St. Brown,amonra st brown,rec_yds,75.5,2026-09-15 23:24:52.669393
236,2026,2,Bijan Robinson,bijan robinson,rush_rec_yds,121.5,2026-09-15 23:24:52.669393
226,2026,2,Bijan Robinson,bijan robinson,rush_att,18.5,2026-09-15 23:24:52.669393
196,2026,2,Bijan Robinson,bijan robinson,any_td,0.5,2026-09-15 23:24:52.669393
207,2026,2,Bo Nix,bo nix,pass_cmp,21.5,2026-09-15 23:24:52.669393
200,2026,2,Brock Purdy,brock purdy,pass_td,1.5,2026-09-15 23:24:52.669393
233,2026,2,Caleb Williams,caleb williams,pass_rush_yds,257.5,2026-09-15 23:24:52.669393
222,2026,2,Cam Ward,cam ward,pass_att,32.5,2026-09-15 23:24:52.669393
194,2026,2,Christian McCaffrey,christian mccaffrey,any_td,0.5,2026-09-15 23:24:52.669393
174,2026,2,C.J. Stroud,cj stroud,pass_yds,239.5,2026-09-15 23:24:52.669393
234,2026,2,C.J. Stroud,cj stroud,pass_rush_yds,253.5,2026-09-15 23:24:52.669393
230,2026,2,Dak Prescott,dak prescott,pass_rush_yds,274.5,2026-09-15 23:24:52.669393
201,2026,2,Dak Prescott,dak prescott,pass_td,1.5,2026-09-15 23:24:52.669393
219,2026,2,Dak Prescott,dak prescott,pass_att,33.5,2026-09-15 23:24:52.669393
215,2026,2,Daniel Jones,daniel jones,pass_int,0.5,2026-09-15 23:24:52.669393
208,2026,2,Daniel Jones,daniel jones,pass_cmp,20.5,2026-09-15 23:24:52.669393
179,2026,2,Derrick Henry,derrick henry,rush_yds,80.5,2026-09-15 23:24:52.669393
193,2026,2,Derrick Henry,derrick henry,any_td,0.5,2026-09-15 23:24:52.669393
214,2026,2,Deshaun Watson,deshaun watson,pass_int,0.5,2026-09-15 23:24:52.669393
218,2026,2,Jacoby Brissett,jacoby brissett,pass_att,34.5,2026-09-15 23:24:52.669393
211,2026,2,Jacoby Brissett,jacoby brissett,pass_int,0.5,2026-09-15 23:24:52.669393
178,2026,2,Jacory Croskey-Merritt,jacory croskeymerritt,rush_yds,55.5,2026-09-15 23:24:52.669393
238,2026,2,Jahmyr Gibbs,jahmyr gibbs,rush_rec_yds,123.5,2026-09-15 23:24:52.669393
195,2026,2,Jahmyr Gibbs,jahmyr gibbs,any_td,0.5,2026-09-15 23:24:52.669393
223,2026,2,Jahmyr Gibbs,jahmyr gibbs,rush_att,18.5,2026-09-15 23:24:52.669393
176,2026,2,Jahmyr Gibbs,jahmyr gibbs,rush_yds,90.5,2026-09-15 23:24:52.669393
185,2026,2,Ja'Marr Chase,jamarr chase,rec_yds,75.5,2026-09-15 23:24:52.669393
190,2026,2,Ja'Marr Chase,jamarr chase,rec,6.5,2026-09-15 23:24:52.669393
228,2026,2,James Cook,james cook,rush_att,16.5,2026-09-15 23:24:52.669393
180,2026,2,James Cook,james cook,rush_yds,75.5,2026-09-15 23:24:52.669393
205,2026,2,Jared Goff,jared goff,pass_cmp,23.5,2026-09-15 23:24:52.669393
203,2026,2,Jared Goff,jared goff,pass_td,1.5,2026-09-15 23:24:52.669393
169,2026,2,Jared Goff,jared goff,pass_yds,261.5,2026-09-15 23:24:52.669393
217,2026,2,Jared Goff,jared goff,pass_att,35.5,2026-09-15 23:24:52.669393
197,2026,2,Javonte Williams,javonte williams,any_td,0.5,2026-09-15 23:24:52.669393
183,2026,2,Jaxon Smith-Njigba,jaxon smithnjigba,rec_yds,75.5,2026-09-15 23:24:52.669393
175,2026,2,Jayden Daniels,jayden daniels,rush_yds,35.5,2026-09-15 23:24:52.669393
172,2026,2,Joe Burrow,joe burrow,pass_yds,245.5,2026-09-15 23:24:52.669393
177,2026,2,Jonathan Taylor,jonathan taylor,rush_yds,81.5,2026-09-15 23:24:52.669393
239,2026,2,Jonathan Taylor,jonathan taylor,rush_rec_yds,102.5,2026-09-15 23:24:52.669393
227,2026,2,Jonathan Taylor,jonathan taylor,rush_att,18.5,2026-09-15 23:24:52.669393
232,2026,2,Jordan Love,jordan love,pass_rush_yds,259.5,2026-09-15 23:24:52.669393
173,2026,2,Jordan Love,jordan love,pass_yds,245.5,2026-09-15 23:24:52.669393
171,2026,2,Josh Allen,josh allen,pass_yds,248.5,2026-09-15 23:24:52.669393
210,2026,2,Josh Allen,josh allen,pass_cmp,20.5,2026-09-15 23:24:52.669393
229,2026,2,Josh Allen,josh allen,pass_rush_yds,282.5,2026-09-15 23:24:52.669393
202,2026,2,Josh Allen,josh allen,pass_td,1.5,2026-09-15 23:24:52.669393
184,2026,2,Justin Jefferson,justin jefferson,rec_yds,75.5,2026-09-15 23:24:52.669393
191,2026,2,Justin Jefferson,justin jefferson,rec,5.5,2026-09-15 23:24:52.669393
240,2026,2,Kenneth Walker,kenneth walker,rush_rec_yds,96.5,2026-09-15 23:24:52.669393
198,2026,2,Kenneth Walker,kenneth walker,any_td,0.5,2026-09-15 23:24:52.669393
224,2026,2,Kenneth Walker,kenneth walker,rush_att,18.5,2026-09-15 23:24:52.669393
216,2026,2,Kirk Cousins,kirk cousins,pass_int,0.5,2026-09-15 23:24:52.669393
204,2026,2,Lamar Jackson,lamar jackson,pass_td,1.5,2026-09-15 23:24:52.669393
231,2026,2,Lamar Jackson,lamar jackson,pass_rush_yds,271.5,2026-09-15 23:24:52.669393
186,2026,2,Malik Nabers,malik nabers,rec_yds,60.5,2026-09-15 23:24:52.669393
212,2026,2,Malik Willis,malik willis,pass_int,0.5,2026-09-15 23:24:52.669393
221,2026,2,Matthew Stafford,matthew stafford,pass_att,32.5,2026-09-15 23:24:52.669393
170,2026,2,Matthew Stafford,matthew stafford,pass_yds,242.5,2026-09-15 23:24:52.669393
206,2026,2,Matthew Stafford,matthew stafford,pass_cmp,21.5,2026-09-15 23:24:52.669393
199,2026,2,Matthew Stafford,matthew stafford,pass_td,1.5,2026-09-15 23:24:52.669393
181,2026,2,Puka Nacua,puka nacua,rec_yds,85.5,2026-09-15 23:24:52.669393
189,2026,2,Puka Nacua,puka nacua,rec,6.5,2026-09-15 23:24:52.669393
225,2026,2,Saquon Barkley,saquon barkley,rush_att,18.5,2026-09-15 23:24:52.669393
235,2026,2,Tee Higgins,tee higgins,rush_rec_yds,57.5,2026-09-15 23:24:52.669393
188,2026,2,Terry McLaurin,terry mclaurin,rec,3.5,2026-09-15 23:24:52.669393
192,2026,2,Trey McBride,trey mcbride,rec,5.5,2026-09-15 23:24:52.669393
209,2026,2,Tyler Shough,tyler shough,pass_cmp,20.5,2026-09-15 23:24:52.669393
220,2026,2,Tyler Shough,tyler shough,pass_att,33.5,2026-09-15 23:24:52.669393
213,2026,2,Tyler Shough,tyler shough,pass_int,0.5,2026-09-15 23:24:52.669393
237,2026,2,Woody Marks,woody marks,rush_rec_yds,45.5,2026-09-15 23:24:52.669393
